id,user_id,name,date,amount,recurring
13981,qweiaDdVKzOOCmylmXYOIrNvcovnqYyT,Stash,2022-09-29,32.0,0
13986,qweiaDdVKzOOCmylmXYOIrNvcovnqYyT,Stash,2023-12-27,32.0,0
14033,rwtQggIYCXjkqIrAApKHBByrgHzvRUXV,Amazon Prime,2023-12-06,1.99,0
14876,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2023-05-03,3.99,1
14894,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2023-12-01,3.99,1
14900,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2024-01-12,9.99,1
14903,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2024-02-12,9.99,1
14912,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2024-05-13,9.99,1
16236,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Albert,2024-11-25,19.99,1
16240,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Albert,2025-01-10,19.99,1
16259,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Amscot Installpmt,2023-10-31,152.23,1
16352,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Auto Insurance Processonea,2024-09-03,241.82,1
16491,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Combined Ins,2024-08-21,20.0,1
18328,xAMqFgrmtudcvOHalDhkAcHmlXIhQaly,CLEO AI CASH ADVANCE ANWilmington   DEUS,2024-06-05,46.99,1
1281,LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,PetSmart,2022-12-19,30.66,0
1283,LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,PetSmart,2024-12-23,23.99,1
1284,LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,PetSmart,2025-01-03,23.99,1
1953,OjGZBgRbUudbTQJWMvRaPXmaAMwhuJjF,Albert,2024-05-29,14.99,0
2254,OjGZBgRbUudbTQJWMvRaPXmaAMwhuJjF,Cleo AI,2024-04-26,5.99,0
2256,OjGZBgRbUudbTQJWMvRaPXmaAMwhuJjF,Cleo AI,2024-05-28,5.99,0
2264,OjGZBgRbUudbTQJWMvRaPXmaAMwhuJjF,Cleo AI,2024-08-12,5.99,0
2733,OjGZBgRbUudbTQJWMvRaPXmaAMwhuJjF,Ncic Inmate Phone,2024-11-29,20.0,1
2933,OjGZBgRbUudbTQJWMvRaPXmaAMwhuJjF,Spectrum,2024-08-15,65.0,0
2936,OjGZBgRbUudbTQJWMvRaPXmaAMwhuJjF,Spectrum,2024-11-22,184.21,0
3737,RReEthEXjOxTEOlBasCXmnaKlJtiZNEM,Prime Video Channels   amzn.com/billWAUS,2024-09-21,5.4,1
3745,RReEthEXjOxTEOlBasCXmnaKlJtiZNEM,Prime Video Channels   amzn.com/billWAUS,2024-10-13,5.4,1
3836,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Amazon Music,2023-10-23,9.99,1
4199,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Cleo AI,2024-02-26,5.99,1
4201,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Cleo AI,2024-03-25,5.99,1
4246,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Dave,2024-05-03,45.45,1
4247,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Dave,2024-05-03,50.5,1
4295,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Fubo TV,2023-12-04,68.98,1
4310,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Hulu,2024-01-16,7.99,1
4312,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Hulu,2024-02-15,7.99,1
4314,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Hulu,2024-03-14,7.99,1
4497,RaEmmYJNOlUbVrLlWPkxGuEHMUOxSBxV,Progressive Insurance,2024-03-20,128.88,1
5060,XaxiPZZTbljMIXbXJWauboZxOpPJqquZ,CSC Serviceworks,2024-07-21,2.5,1
5224,XaxiPZZTbljMIXbXJWauboZxOpPJqquZ,Experian,2023-01-08,1.08,0
5737,XaxiPZZTbljMIXbXJWauboZxOpPJqquZ,Netflix,2023-01-06,10.81,1
6441,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Aliberto's Mexican Food,2024-08-05,15.7,0
6472,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Amazon Prime Video,2024-04-08,4.13,1
6473,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Amazon Prime Video,2024-05-06,4.13,1
6481,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,BVD,2023-05-05,22.86,0
6940,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Dave,2024-11-01,1.0,1
6957,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Disney+,2024-11-08,29.45,1
7453,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Empower,2024-08-09,105.0,1
7497,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Klover App,2024-08-07,0.04,0
7594,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Navopache Electric Cooperative,2024-02-06,15.0,1
7597,YWsMpnYneySuKjYPNTxOeIWHNCwfPRue,Navopache Electric Cooperative,2024-06-03,20.0,1
8322,YaqJKdKnJklNcaRKHBQMAuMVLuhoWDZg,Empower,2024-12-06,27.0,0
8324,YaqJKdKnJklNcaRKHBQMAuMVLuhoWDZg,Empower,2024-12-20,27.0,0
8327,YaqJKdKnJklNcaRKHBQMAuMVLuhoWDZg,Empower,2025-01-31,27.0,0
8469,YaqJKdKnJklNcaRKHBQMAuMVLuhoWDZg,T-Mobile,2023-04-20,28.37,1
8536,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,AfterPay,2022-03-08,25.0,1
8539,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,AfterPay,2022-06-30,25.0,1
8540,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,AfterPay,2022-08-23,19.99,1
8542,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,AfterPay,2022-12-17,12.36,1
8543,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,AfterPay,2022-12-31,12.36,1
8544,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,AfterPay,2023-01-15,12.35,1
8797,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Apple,2022-06-16,41.99,0
8830,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Apple,2023-05-20,2.99,0
8832,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Apple,2023-06-15,41.99,0
8852,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Apple,2023-11-18,2.99,0
8876,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Apple,2024-06-15,41.99,0
8877,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Apple,2024-06-18,41.99,0
9068,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Brigit,2023-12-11,50.99,0
9069,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Brigit,2023-12-28,50.99,0
9074,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Brigit,2024-02-06,50.99,0
9075,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Brigit,2024-02-21,50.99,0
9081,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Brigit,2024-05-06,50.99,0
9083,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Brigit,2024-06-12,50.99,0
9085,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Brigit,2024-07-08,50.99,0
9259,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,Community Choic,2022-03-06,250.29,1
9675,agkwQNciKuUqfIdCHJhPgvIzPBtllmlf,FloatMe,2024-07-10,3.99,0
11101,enDTgcAidKaKzEPclJTxSpDahXHjUNtn,Amazon,2023-09-15,16.41,0
11687,enDTgcAidKaKzEPclJTxSpDahXHjUNtn,Harper Auto Wash,2023-05-25,22.0,0
11688,enDTgcAidKaKzEPclJTxSpDahXHjUNtn,Harper Auto Wash,2023-06-08,22.0,0
11689,enDTgcAidKaKzEPclJTxSpDahXHjUNtn,Harper Auto Wash,2024-02-02,22.0,0
12723,enDTgcAidKaKzEPclJTxSpDahXHjUNtn,YouTube,2022-10-14,13.13,1
12825,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,APPLE.COM/BILL         866-712-7753 CAUS,2024-09-10,2.99,0
12826,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,APPLE.COM/BILL         866-712-7753 CAUS,2024-09-12,2.99,0
12831,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,APPLE.COM/BILL         866-712-7753 CAUS,2024-12-13,2.99,0
12834,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,APPLE.COM/BILL         866-712-7753 CAUS,2024-12-18,2.99,0
12840,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,APPLE.COM/BILL         www.apple.comCAUS,2024-11-09,2.99,1
13228,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,MICROSOFT*MICROSOFT 365MSBILL.INFO  WAUS,2024-07-01,6.99,1
13232,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,MICROSOFT*MICROSOFT 365MSBILL.INFO  WAUS,2024-08-13,6.99,1
13236,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,MICROSOFT*MICROSOFT 365MSBILL.INFO  WAUS,2024-09-13,6.99,1
13241,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,MICROSOFT*MICROSOFT 365MSBILL.INFO  WAUS,2024-12-13,6.99,1
13249,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,MICROSOFT*STORE        MSBILL.INFO  WAUS,2024-05-13,6.99,1
13281,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,Microsoft*Microsoft 365425-6816830  WAUS,2024-07-01,6.99,1
13290,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,Microsoft*Microsoft 365425-6816830  WAUS,2024-08-13,6.99,1
13303,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,Microsoft*Microsoft 365425-6816830  WAUS,2024-10-01,6.99,1
13308,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,Microsoft*Microsoft 365425-6816830  WAUS,2024-11-13,6.99,1
13316,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,Microsoft*Microsoft 365425-6816830  WAUS,2025-01-17,6.99,1
13321,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,Microsoft*Microsoft 365msbill.info  WAUS,2024-09-19,6.99,1
13326,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,Microsoft*Microsoft 365msbill.info  WAUS,2024-10-01,6.99,1
13363,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,SPOTIFY                NEW YORK     NYUS,2024-05-03,11.87,1
13364,pVCpsJaNliwiclDOlRbUeTZwgaXIDnZr,SPOTIFY                NEW YORK     NYUS,2024-05-31,11.87,1
13976,qweiaDdVKzOOCmylmXYOIrNvcovnqYyT,Stash,2022-04-28,9.0,1
13977,qweiaDdVKzOOCmylmXYOIrNvcovnqYyT,Stash,2022-05-27,9.0,1
13985,qweiaDdVKzOOCmylmXYOIrNvcovnqYyT,Stash,2023-06-16,9.0,1
14021,rwtQggIYCXjkqIrAApKHBByrgHzvRUXV,AfterPay,2024-07-25,11.71,1
14034,rwtQggIYCXjkqIrAApKHBByrgHzvRUXV,Amazon Prime,2023-12-16,14.99,1
14039,rwtQggIYCXjkqIrAApKHBByrgHzvRUXV,Amazon Prime Video,2024-03-29,9.99,1
14880,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2023-08-24,3.99,1
14892,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2023-11-17,3.99,1
14898,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2023-12-28,6.99,0
14918,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2024-07-14,9.99,1
14930,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2024-12-30,10.99,1
14932,trjFYryrzuvqYFMVztuiNrKBfmGDaVIO,Amazon Prime Video,2025-01-30,10.99,1
16231,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Albert,2024-09-23,14.99,1
16239,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Albert,2025-01-06,13.0,0
16242,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Albert,2025-01-13,13.0,0
16301,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Apple,2024-05-29,2.99,0
16353,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Auto Insurance Processonea,2024-10-02,238.45,1
16373,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Badcock Home Furni,2023-11-13,152.85,1
16506,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Cumberland Farms,2023-03-22,25.0,0
16507,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Cumberland Farms,2023-04-21,25.0,0
16865,twtrzwvWAynCjLtqcJIgOfvmeqldQzNQ,Possible,2024-11-25,91.83,1
18326,xAMqFgrmtudcvOHalDhkAcHmlXIhQaly,CLEO AI CASH ADVANCE ANOakland      CAUS,2024-09-25,46.99,1
18327,xAMqFgrmtudcvOHalDhkAcHmlXIhQaly,CLEO AI CASH ADVANCE ANOakland      CAUS,2024-11-23,46.99,1
18610,xAMqFgrmtudcvOHalDhkAcHmlXIhQaly,SHELL/SHELL            FARMINGTON HIMIUS,2025-01-26,17.09,0
