user_id,name,date,amount,recurring,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2022-11-25,68.83,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-01-31,69.04,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-03-13,14.6,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-05-26,6.35,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-05-30,52.53,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-06-15,27.52,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-06-26,39.29,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-06-29,29.32,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-07-07,23.83,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-07-10,29.64,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-07-12,26.05,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-07-24,41.32,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-08-22,11.43,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-08-28,12.44,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-09-11,4.75,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-10-20,4,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-10-25,10.07,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-10-30,15.16,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-11-03,13.77,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-11-15,7.97,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-11-28,31.34,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2023-12-11,9.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-01-04,3.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-01-12,6.28,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-01-17,6.49,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-01-25,15.58,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-02-20,9.2,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-02-20,19.47,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-03-11,3.49,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-03-25,4.39,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-04-09,32.47,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-04-10,19.06,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-04-24,4.2,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-04-24,25.05,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-04-25,3.53,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-04-25,7.74,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-04-29,12.48,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-05-01,9.58,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-05-06,9.38,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-05-13,8.78,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-05-13,9.27,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-06-03,2.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-06-03,7.78,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-06-06,4.49,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-06-12,6.49,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-06-14,4.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-06-27,12.97,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-07-05,20.15,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-07-09,10.48,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-07-24,9.48,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-07-31,8.98,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-09-03,3.79,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-09-09,19.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-10-09,6.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-10-10,14.47,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-10-16,9.98,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-10-25,12.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-11-06,15.97,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-11-07,12.08,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-11-14,4.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-11-18,20.48,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-11-27,6.79,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-11-29,27.01,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-12-16,8.03,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2024-12-30,5,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2025-01-06,5,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2025-01-10,53.95,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2025-01-15,9.38,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2025-01-27,23.15,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Albertsons,2025-01-29,11.47,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Allianz,2024-01-25,16,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,American Eagle,2023-08-29,40.78,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Anthropologie,2023-08-17,21.55,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-02-25,7.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-02-25,14.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-02-28,5.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-07,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-07,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-07,5.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-08,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-08,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-09,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-18,5.97,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-28,3.97,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-03-30,10.98,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-04-04,9.95,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-04-04,14.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-04-11,6.98,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-04-18,9.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-04-21,6.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-04-26,11.98,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-05-12,14.58,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-06-13,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-06-13,11.96,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-06-21,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-06-30,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-07-08,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-07-13,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-07-18,8.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-07-19,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-08-08,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-08-08,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-08-09,2.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-08-11,9.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-08-23,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-08-24,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-09-02,2.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-09-06,9.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-09-08,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-10-31,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-10-31,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-10-31,9.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-11-10,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-11-22,7.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-12-01,9.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-12-08,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2022-12-23,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-01-03,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-01-03,9.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-01-09,1.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-01-09,2.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-01-09,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-01-30,9.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-03-23,15.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-03-30,9.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-04-10,3.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-04-24,15.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-05-01,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-09-07,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2023-10-06,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-01-23,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-02-12,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-02-23,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-03-11,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-03-27,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-04-10,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-04-29,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-05-10,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-05-23,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-06-06,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-06-17,1.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-06-27,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-07-11,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-07-22,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-07-29,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-08-12,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-08-23,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-09-10,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-09-23,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-09-23,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-10-10,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-10-23,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-11-12,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-11-25,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-12-02,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-12-09,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2024-12-23,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2025-01-06,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2025-01-13,0.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2025-01-13,1.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2025-01-13,4.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apple,2025-01-23,18.99,1,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2023-04-17,40.91,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2023-05-01,50.55,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2023-06-26,25.32,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2023-09-13,85.8,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2023-10-10,25.42,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2023-12-26,34.83,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2024-01-02,16.24,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2024-02-26,23.92,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Applebee's,2024-06-21,22.28,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Apres Nail,2023-10-06,106.98,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Arby's,2022-08-31,8.15,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Arby's,2022-09-02,28.05,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Arby's,2023-01-06,26.47,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Art House Metro Ci,2024-02-08,18.6,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Arthsmetro,2024-04-15,4.5,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Arthsmetro,2024-04-15,12.65,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Artisan Market,2022-08-09,9.04,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Astro,2024-10-07,56.91,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Atr Management,2023-08-07,11.07,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Austin Kade Academy,2022-02-15,10,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Austin Kade Academy,2022-03-21,10,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,BMW,2024-08-12,100.69,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,BUY,2024-12-10,20,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Bagel Sphere Down,2024-04-16,10.06,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Bagel Sphere Down,2024-06-07,25.3,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Baggu,2024-10-15,56,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Bakery,2023-02-02,26.2,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Barnes & Noble,2022-03-07,42.37,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Barnes & Noble,2022-05-09,26.48,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Barnes & Noble,2022-05-19,47.67,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Barnes & Noble,2022-09-28,42.39,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Barnes & Noble,2022-12-19,31.8,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Barnes & Noble,2022-12-22,21.2,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Barry's Espres,2024-09-03,5.25,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Barry's Espres,2024-09-17,9.5,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Baskin-Robbins,2023-06-20,13.76,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Baskin-Robbins,2023-09-14,3.81,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Bath & Body Works,2024-08-16,55.93,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Bear Lake Firehouse,2023-08-16,63.93,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Best Buy,2022-05-17,44.51,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Best Buy,2023-04-26,42.39,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Best Buy,2024-12-30,458.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Big 5 Sporting Goods,2024-03-15,24.99,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Big 5 Sporting Goods,2024-03-18,3.49,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Billman's Catering,2022-08-29,12,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Bkghotel At Bookin,2023-03-06,135.6,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Black Rock Coffee,2024-11-12,19.56,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Black Rock Coffee,2025-01-29,17.08,,
LDLzjfSGmrSdBRnxnJRyMZAShTpKHBmt,Blackhawk Bbq,2022-03-21,16.52,,
